Iteration	M	a	b	e	h	
17050	59510.0	0.1049	0.006944	5.519E-4	0.3668	
17051	58130.0	0.1066	0.01305	5.424E-4	0.3783	
17052	59240.0	0.1064	0.008411	4.88E-4	0.3738	
17053	58920.0	0.1046	0.007982	4.553E-4	0.3617	
17054	59700.0	0.1051	0.009661	4.826E-4	0.3875	
17055	54910.0	0.106	0.007725	5.236E-4	0.5065	
17056	5.8E+4	0.1062	0.008073	4.847E-4	0.4077	
17057	59850.0	0.1062	0.008289	4.48E-4	0.3926	
17058	40060.0	0.1063	0.00747	4.847E-4	0.2628	
17059	59880.0	0.1055	0.009798	5.42E-4	0.4905	
17060	51420.0	0.1061	0.01177	3.53E-4	0.5347	
17061	42960.0	0.1063	0.01034	5.312E-4	0.496	
17062	59230.0	0.1055	0.008118	4.763E-4	0.6534	
17063	24620.0	0.1051	0.009872	4.27E-4	0.4965	
17064	47330.0	0.1045	0.006965	4.796E-4	0.563	
17065	-10510.0	0.1072	0.008872	4.763E-4	0.5103	
17066	24810.0	0.1078	0.006423	4.779E-4	0.4122	
17067	58560.0	0.1056	0.006428	4.517E-4	0.3594	
17068	34020.0	0.1039	0.007771	5.714E-4	0.3907	
17069	47530.0	0.1064	0.01003	4.179E-4	0.4781	
17070	28380.0	0.1057	0.009968	5.903E-4	0.4403	
17071	57800.0	0.106	0.01091	4.864E-4	0.4991	
17072	56510.0	0.1051	0.00511	4.886E-4	0.5794	
17073	49800.0	0.1047	0.004385	4.724E-4	0.6176	
17074	54180.0	0.106	0.00781	4.595E-4	0.6132	
17075	58780.0	0.1065	0.007192	4.508E-4	0.4143	
17076	58620.0	0.1068	0.006723	5.828E-4	0.4225	
17077	38050.0	0.1066	0.01319	4.27E-4	0.5183	
17078	38980.0	0.1046	0.01036	4.919E-4	0.5518	
17079	56700.0	0.1049	0.01072	4.719E-4	0.4017	
17080	59130.0	0.1058	0.01015	4.885E-4	0.4555	
17081	57490.0	0.1055	0.01027	4.281E-4	0.5384	
17082	58300.0	0.1058	0.007931	4.132E-4	0.3415	
17083	39290.0	0.1058	0.006934	3.73E-4	0.625	
17084	59960.0	0.1061	0.0102	3.956E-4	0.5018	
17085	57090.0	0.1054	0.007453	5.196E-4	0.4331	
17086	59750.0	0.1045	0.006715	5.027E-4	0.6022	
17087	59800.0	0.1034	0.00728	4.56E-4	0.6758	
17088	45700.0	0.1082	0.007342	3.913E-4	0.6007	
17089	34050.0	0.1033	0.008185	4.115E-4	0.528	
17090	51180.0	0.1038	0.01034	4.51E-4	0.3705	
17091	49960.0	0.1043	0.009014	4.381E-4	0.3451	
17092	28300.0	0.1065	0.006535	4.459E-4	0.3811	
17093	57210.0	0.1037	0.00714	4.416E-4	0.4615	
17094	54810.0	0.1069	0.0108	5.685E-4	0.4006	
17095	53490.0	0.1048	0.009734	5.298E-4	0.6252	
17096	57300.0	0.1044	0.01104	4.388E-4	0.4938	
17097	59960.0	0.1045	0.008637	3.868E-4	0.6663	
17098	47650.0	0.1048	0.009566	3.977E-4	0.7568	
17099	51040.0	0.1068	0.009664	3.719E-4	0.5789	
17100	59950.0	0.1046	0.008738	5.327E-4	0.5573	
17101	51100.0	0.1058	0.00819	4.549E-4	0.539	
17102	31640.0	0.1049	0.008967	3.345E-4	0.4972	
17103	57450.0	0.1074	0.008799	3.63E-4	0.5421	
17104	44240.0	0.1068	0.007581	4.94E-4	0.5536	
17105	50490.0	0.1072	0.00818	4.481E-4	0.5083	
17106	5.7E+4	0.1053	0.009367	4.503E-4	0.4899	
17107	50250.0	0.1054	0.007781	4.557E-4	0.4165	
17108	59450.0	0.1063	0.007052	4.367E-4	0.3071	
17109	40830.0	0.1074	0.007361	5.956E-4	0.211	
17110	54830.0	0.104	0.008814	5.05E-4	0.6872	
17111	58220.0	0.1065	0.009692	4.513E-4	0.5783	
17112	40620.0	0.1062	0.009089	3.956E-4	0.6668	
17113	55930.0	0.1067	0.005202	3.699E-4	0.5091	
17114	57870.0	0.1065	0.004837	4.417E-4	0.5999	
17115	46010.0	0.1047	0.006607	4.127E-4	0.4392	
17116	56070.0	0.1075	0.007147	4.731E-4	0.5897	
17117	59830.0	0.1041	0.01231	4.278E-4	0.6494	
17118	60010.0	0.1078	0.01466	3.658E-4	0.6093	
17119	59080.0	0.1053	0.01129	3.995E-4	0.4667	
17120	49590.0	0.1056	0.006035	5.139E-4	0.3039	
17121	34810.0	0.1058	0.006986	4.625E-4	0.4848	
17122	-38270.0	0.1055	0.009024	4.669E-4	0.4088	
17123	57550.0	0.1062	0.01116	4.128E-4	0.4957	
17124	20240.0	0.1056	0.01408	5.405E-4	0.4753	
17125	59450.0	0.1065	0.01048	4.385E-4	0.4427	
17126	57090.0	0.1062	0.007489	5.231E-4	0.4409	
17127	40990.0	0.1079	0.01593	5.039E-4	0.3889	
17128	48530.0	0.1074	0.0171	3.666E-4	0.3154	
17129	57740.0	0.1042	0.01405	4.186E-4	0.4587	
17130	59650.0	0.1084	0.01163	5.82E-4	0.3205	
17131	59800.0	0.1054	0.01166	4.297E-4	0.297	
17132	47220.0	0.1048	0.014	4.456E-4	0.2584	
17133	59420.0	0.106	0.008321	6.04E-4	0.2989	
17134	59810.0	0.1049	0.01079	5.816E-4	0.2841	
17135	44840.0	0.1053	0.01106	5.758E-4	0.4394	
17136	-25660.0	0.1056	0.01175	4.335E-4	0.4352	
17137	54850.0	0.1061	0.01255	4.705E-4	0.2622	
17138	5.4E+4	0.106	0.008745	4.171E-4	0.6198	
17139	59460.0	0.105	0.01014	3.828E-4	0.4927	
17140	57110.0	0.1058	0.005587	5.026E-4	0.5559	
17141	57730.0	0.1053	0.0055	4.445E-4	0.4747	
17142	59590.0	0.1059	0.01008	5.505E-4	0.2529	
17143	58550.0	0.1049	0.008677	6.837E-4	0.2022	
17144	50070.0	0.1061	0.01046	5.491E-4	0.2343	
17145	40420.0	0.1051	0.008921	6.059E-4	0.3747	
17146	48830.0	0.106	0.0145	4.896E-4	0.4509	
17147	58280.0	0.1051	0.01105	4.909E-4	0.4293	
17148	44880.0	0.1066	0.009708	4.486E-4	0.2028	
17149	39520.0	0.1064	0.009669	5.586E-4	0.4015	
17150	58560.0	0.1058	0.01205	5.01E-4	0.2974	
17151	57680.0	0.1071	0.01574	4.689E-4	0.4263	
17152	53970.0	0.1069	0.00731	4.741E-4	0.5471	
17153	28950.0	0.1048	0.008093	4.205E-4	0.4355	
17154	44030.0	0.1046	0.00853	4.17E-4	0.4739	
17155	34730.0	0.1084	0.008642	3.792E-4	0.6086	
17156	38520.0	0.1041	0.008793	3.543E-4	0.7705	
17157	47250.0	0.1064	0.009747	3.911E-4	0.5596	
17158	58820.0	0.1066	0.008845	4.173E-4	0.5476	
17159	45630.0	0.106	0.007264	3.926E-4	0.4232	
17160	58580.0	0.1064	0.01057	4.734E-4	0.3718	
17161	49010.0	0.1051	0.01219	5.073E-4	0.3834	
17162	57130.0	0.1054	0.01179	4.011E-4	0.2352	
17163	48230.0	0.1058	0.004794	5.214E-4	0.3263	
17164	52240.0	0.1061	0.009293	5.646E-4	0.3915	
17165	59600.0	0.1065	0.009914	4.625E-4	0.4437	
17166	54960.0	0.1063	0.006199	4.308E-4	0.5651	
17167	46020.0	0.1053	0.006043	4.583E-4	0.3379	
17168	58610.0	0.1063	0.007605	4.5E-4	0.543	
17169	59900.0	0.105	0.007779	4.389E-4	0.5475	
17170	59830.0	0.1049	0.00871	4.65E-4	0.2521	
17171	57780.0	0.1051	0.005586	4.561E-4	0.3722	
17172	53670.0	0.1053	0.005599	5.432E-4	0.4155	
17173	46460.0	0.1055	0.006639	4.545E-4	0.3819	
17174	56350.0	0.106	0.005634	5.189E-4	0.3583	
17175	15520.0	0.105	0.005042	5.794E-4	0.2788	
17176	59860.0	0.1058	0.01243	5.709E-4	0.4128	
17177	3670.0	0.104	0.011	4.751E-4	0.2907	
17178	54550.0	0.105	0.007938	5.822E-4	0.4025	
17179	55670.0	0.1051	0.008461	4.073E-4	0.475	
17180	25760.0	0.1074	0.007354	4.64E-4	0.4525	
17181	59770.0	0.1039	0.004804	5.506E-4	0.4192	
17182	58250.0	0.1064	0.00883	4.236E-4	0.3554	
17183	55970.0	0.1067	0.01236	4.178E-4	0.2976	
17184	60010.0	0.1056	0.006685	5.724E-4	0.4498	
17185	53110.0	0.1055	0.01091	5.354E-4	0.6037	
17186	59990.0	0.105	0.008952	5.241E-4	0.3079	
17187	53120.0	0.1039	0.00886	4.946E-4	0.3143	
17188	5.9E+4	0.104	0.007922	4.944E-4	0.2916	
17189	51850.0	0.1061	0.008575	5.604E-4	0.2446	
17190	55980.0	0.1044	0.008115	4.523E-4	0.63	
17191	-9081.0	0.1072	0.01101	5.048E-4	0.541	
17192	32210.0	0.105	0.01403	4.24E-4	0.3961	
17193	59310.0	0.1075	0.01581	5.848E-4	0.1807	
17194	42890.0	0.106	0.01136	5.172E-4	0.1726	
17195	59510.0	0.1068	0.009019	5.747E-4	0.2995	
17196	44990.0	0.1065	0.009028	5.318E-4	0.3245	
17197	48190.0	0.1067	0.01045	5.114E-4	0.3242	
17198	49220.0	0.1067	0.009488	4.852E-4	0.4282	
17199	45420.0	0.1048	0.007432	5.109E-4	0.269	
17200	34310.0	0.1048	0.005113	4.84E-4	0.2713	
17201	28990.0	0.1047	0.01318	4.73E-4	0.5222	
17202	41600.0	0.104	0.01184	3.975E-4	0.5072	
17203	50190.0	0.1072	0.01464	4.249E-4	0.3848	
17204	54390.0	0.1054	0.01516	5.416E-4	0.4016	
17205	27100.0	0.1054	0.0106	4.96E-4	0.3431	
17206	47960.0	0.1054	0.007647	5.008E-4	0.3543	
17207	59950.0	0.1059	0.009706	4.848E-4	0.3428	
17208	59970.0	0.1044	0.009859	4.09E-4	0.4144	
17209	56300.0	0.1062	0.005983	5.38E-4	0.4084	
17210	39130.0	0.1054	0.005691	5.909E-4	0.4683	
17211	58060.0	0.1046	0.005284	6.114E-4	0.2286	
17212	34080.0	0.1069	0.005456	5.453E-4	0.3488	
17213	59550.0	0.1067	0.005513	5.771E-4	0.5544	
17214	50680.0	0.1049	0.006284	3.562E-4	0.539	
17215	59540.0	0.1059	0.005543	4.904E-4	0.4685	
17216	55460.0	0.1058	0.005851	5.356E-4	0.1787	
17217	57640.0	0.1057	0.008996	5.485E-4	0.2947	
17218	57830.0	0.1049	0.01379	5.499E-4	0.357	
17219	58060.0	0.107	0.008544	4.084E-4	0.5365	
17220	59130.0	0.1045	0.0106	3.798E-4	0.4804	
17221	58270.0	0.1044	0.01164	4.498E-4	0.4766	
17222	59020.0	0.1041	0.007718	4.538E-4	0.3989	
17223	42700.0	0.1064	0.007802	4.685E-4	0.4151	
17224	59620.0	0.1054	0.0087	4.859E-4	0.3898	
17225	55110.0	0.1046	0.00535	5.299E-4	0.4245	
17226	50300.0	0.1049	0.007602	4.111E-4	0.4791	
17227	59990.0	0.1068	0.008983	5.603E-4	0.3058	
17228	58320.0	0.1047	0.01067	5.983E-4	0.2604	
17229	5.7E+4	0.1059	0.008698	5.163E-4	0.5027	
17230	12620.0	0.1063	0.005647	4.913E-4	0.3661	
17231	53960.0	0.107	0.007635	3.753E-4	0.5241	
17232	40090.0	0.1058	0.009576	5.28E-4	0.3901	
17233	9262.0	0.1051	0.006553	5.031E-4	0.4637	
17234	58510.0	0.1083	0.00826	4.292E-4	0.4558	
17235	59530.0	0.1059	0.007349	4.794E-4	0.4172	
17236	59800.0	0.1053	0.008336	5.279E-4	0.4171	
17237	54760.0	0.1049	0.006486	5.531E-4	0.4183	
17238	32860.0	0.1059	0.009199	5.288E-4	0.4001	
17239	58900.0	0.1042	0.007901	5.317E-4	0.2134	
17240	58160.0	0.1059	0.0063	5.237E-4	0.3634	
17241	55010.0	0.1057	0.007157	4.738E-4	0.4726	
17242	6.0E+4	0.1054	0.006119	4.691E-4	0.2949	
17243	58990.0	0.1055	0.009803	5.559E-4	0.3056	
17244	58240.0	0.1049	0.01226	5.361E-4	0.4509	
17245	59630.0	0.1062	0.0101	5.578E-4	0.5134	
17246	52640.0	0.1053	0.009003	4.078E-4	0.5247	
17247	58030.0	0.1072	0.007493	4.747E-4	0.6506	
17248	46710.0	0.1069	0.008551	4.391E-4	0.4666	
17249	58560.0	0.106	0.01228	5.652E-4	0.3926	
17250	59170.0	0.107	0.01043	4.912E-4	0.1998	
17251	52390.0	0.1066	0.00655	5.784E-4	0.1898	
17252	32750.0	0.1055	0.007624	5.228E-4	0.2834	
17253	35680.0	0.1046	0.007926	5.256E-4	0.3182	
17254	55240.0	0.1064	0.009088	5.242E-4	0.3723	
17255	58660.0	0.1067	0.009931	4.824E-4	0.4736	
17256	53220.0	0.107	0.01057	4.34E-4	0.3959	
17257	51470.0	0.1038	0.008299	5.332E-4	0.3164	
17258	41820.0	0.1077	0.009297	5.473E-4	0.3158	
17259	44470.0	0.1048	0.007209	4.44E-4	0.5386	
17260	59460.0	0.1073	0.009141	4.445E-4	0.5205	
17261	59750.0	0.1049	0.005376	5.207E-4	0.3941	
17262	53750.0	0.1049	0.006928	5.454E-4	0.3121	
17263	59690.0	0.1066	0.008706	6.155E-4	0.3428	
17264	8233.0	0.1079	0.009108	5.545E-4	0.347	
17265	59380.0	0.1066	0.01122	4.624E-4	0.3466	
17266	58840.0	0.1058	0.01122	5.237E-4	0.326	
17267	12350.0	0.106	0.008158	4.784E-4	0.5711	
17268	39800.0	0.1056	0.006706	4.82E-4	0.504	
17269	59090.0	0.1058	0.008793	4.188E-4	0.4488	
17270	59780.0	0.1071	0.007206	4.967E-4	0.3924	
17271	55510.0	0.1073	0.005949	5.496E-4	0.2877	
17272	59650.0	0.1073	0.006236	6.221E-4	0.3924	
17273	34350.0	0.1053	0.01102	6.039E-4	0.4306	
17274	60010.0	0.1051	0.01181	4.636E-4	0.4508	
17275	57310.0	0.1051	0.01142	4.227E-4	0.4277	
17276	36130.0	0.1057	0.01094	5.455E-4	0.268	
17277	43380.0	0.1057	0.005487	5.498E-4	0.3975	
17278	54520.0	0.1064	0.005723	5.564E-4	0.4976	
17279	2156.0	0.1066	0.009405	4.298E-4	0.4035	
17280	48880.0	0.104	0.009182	4.76E-4	0.4073	
17281	56590.0	0.1059	0.009549	4.953E-4	0.4646	
17282	59410.0	0.1058	0.009964	4.937E-4	0.2593	
17283	35360.0	0.107	0.004277	4.942E-4	0.2546	
17284	35180.0	0.1066	0.00542	5.397E-4	0.3897	
17285	47330.0	0.1058	0.006187	5.261E-4	0.3512	
17286	58110.0	0.1037	0.008227	5.568E-4	0.4264	
17287	58030.0	0.1039	0.006147	4.973E-4	0.5255	
17288	24050.0	0.1063	0.007151	4.776E-4	0.65	
17289	58960.0	0.1046	0.01047	4.524E-4	0.3576	
17290	58960.0	0.1054	0.006767	3.784E-4	0.6885	
17291	55200.0	0.1061	0.008559	4.011E-4	0.6349	
17292	53830.0	0.1069	0.01017	5.262E-4	0.5277	
17293	59560.0	0.108	0.0121	3.853E-4	0.645	
17294	57890.0	0.1079	0.007603	5.217E-4	0.5805	
17295	42440.0	0.1061	0.01172	5.299E-4	0.4202	
17296	47910.0	0.1071	0.01135	4.616E-4	0.403	
17297	55630.0	0.1058	0.005014	4.936E-4	0.4439	
17298	59730.0	0.1056	0.006774	4.201E-4	0.3881	
17299	59930.0	0.1047	0.008918	4.466E-4	0.521	
17300	56320.0	0.1051	0.008073	4.742E-4	0.41	
17301	59800.0	0.1062	0.007218	5.026E-4	0.3026	
17302	42680.0	0.1039	0.01007	5.193E-4	0.4043	
17303	56320.0	0.1048	0.01322	4.56E-4	0.2474	
17304	59850.0	0.1077	0.005685	5.843E-4	0.4143	
17305	20790.0	0.105	0.006103	5.972E-4	0.3983	
17306	38650.0	0.1035	0.008527	4.112E-4	0.3993	
17307	58610.0	0.1075	0.008724	4.088E-4	0.4672	
17308	39310.0	0.1048	0.01093	5.585E-4	0.6447	
17309	59820.0	0.1053	0.01099	5.331E-4	0.5357	
17310	35510.0	0.1053	0.008659	4.164E-4	0.548	
17311	44300.0	0.1057	0.006709	4.032E-4	0.4083	
17312	54790.0	0.1055	0.008786	5.805E-4	0.3883	
17313	60010.0	0.107	0.01179	5.318E-4	0.2936	
17314	59900.0	0.1054	0.01034	5.439E-4	0.2196	
17315	57350.0	0.106	0.007197	5.355E-4	0.2853	
17316	59660.0	0.106	0.006613	5.48E-4	0.3884	
17317	52460.0	0.1059	0.01465	3.968E-4	0.7042	
17318	59240.0	0.1063	0.01123	4.078E-4	0.5107	
17319	59970.0	0.1047	0.008492	3.687E-4	0.55	
17320	60010.0	0.1072	0.01027	4.825E-4	0.3009	
17321	50460.0	0.1043	0.009017	4.766E-4	0.3879	
17322	52940.0	0.1056	0.01411	4.743E-4	0.4226	
17323	59120.0	0.105	0.01241	5.987E-4	0.2803	
17324	59930.0	0.1062	0.01191	5.145E-4	0.5625	
17325	54410.0	0.1062	0.008379	4.928E-4	0.6494	
17326	53920.0	0.1051	0.006791	4.013E-4	0.4694	
17327	59850.0	0.107	0.008095	3.796E-4	0.5626	
17328	57580.0	0.1042	0.009978	3.887E-4	0.4342	
17329	57230.0	0.105	0.01208	3.785E-4	0.6949	
17330	59950.0	0.1033	0.009337	3.794E-4	0.6182	
17331	10910.0	0.1078	0.008212	3.967E-4	0.8036	
17332	5.6E+4	0.1062	0.009583	4.01E-4	0.8535	
17333	53310.0	0.1053	0.0079	3.703E-4	0.5111	
17334	59700.0	0.1043	0.007515	3.736E-4	0.4852	
17335	59410.0	0.1065	0.006956	3.711E-4	0.4315	
17336	55410.0	0.1049	0.005641	6.044E-4	0.3595	
17337	50750.0	0.1065	0.009537	5.93E-4	0.3693	
17338	34240.0	0.1054	0.01032	5.779E-4	0.383	
17339	56230.0	0.1053	0.01513	5.488E-4	0.3794	
17340	59880.0	0.1054	0.01477	5.608E-4	0.3509	
17341	58730.0	0.1063	0.01396	6.115E-4	0.4541	
17342	56390.0	0.1049	0.0112	4.866E-4	0.283	
17343	37890.0	0.1061	0.008857	4.659E-4	0.5492	
17344	59080.0	0.1067	0.01523	5.124E-4	0.5697	
17345	29110.0	0.1056	0.01077	5.135E-4	0.376	
17346	57080.0	0.106	0.006178	4.674E-4	0.641	
17347	49200.0	0.1059	0.009251	4.621E-4	0.4558	
17348	51310.0	0.1053	0.007852	5.259E-4	0.4458	
17349	52200.0	0.1057	0.008022	5.23E-4	0.4595	
17350	31280.0	0.1076	0.009156	4.462E-4	0.4896	
17351	22600.0	0.1058	0.01048	5.008E-4	0.2647	
17352	59160.0	0.106	0.01036	4.641E-4	0.4844	
17353	50070.0	0.1059	0.007207	5.259E-4	0.2211	
17354	41360.0	0.1059	0.006599	5.009E-4	0.6094	
17355	40880.0	0.1059	0.009932	4.061E-4	0.3198	
17356	55580.0	0.106	0.006722	5.053E-4	0.448	
17357	42800.0	0.1053	0.005339	4.011E-4	0.5075	
17358	59940.0	0.1064	0.00596	5.121E-4	0.3789	
17359	47010.0	0.1062	0.0087	5.312E-4	0.2475	
17360	30190.0	0.1062	0.00687	5.429E-4	0.4347	
17361	59190.0	0.1048	0.0104	5.222E-4	0.3606	
17362	55250.0	0.1053	0.007896	4.399E-4	0.3709	
17363	56770.0	0.1047	0.007472	4.246E-4	0.5414	
17364	59630.0	0.1057	0.00801	4.897E-4	0.3259	
17365	50980.0	0.105	0.01003	5.035E-4	0.2192	
17366	52780.0	0.1055	0.007563	5.87E-4	0.5626	
17367	58080.0	0.1049	0.008383	5.854E-4	0.4819	
17368	12250.0	0.1042	0.006993	3.894E-4	0.4545	
17369	59770.0	0.1065	0.01018	6.079E-4	0.4278	
17370	47480.0	0.1036	0.01225	6.088E-4	0.2396	
17371	58220.0	0.1049	0.0124	5.235E-4	0.2292	
17372	59870.0	0.1042	0.01086	5.397E-4	0.4948	
17373	59860.0	0.1064	0.009971	4.249E-4	0.3661	
17374	59760.0	0.1067	0.008447	5.186E-4	0.3328	
17375	59090.0	0.1045	0.007091	4.821E-4	0.2834	
17376	59970.0	0.1067	0.006529	4.898E-4	0.432	
17377	43020.0	0.1067	0.007421	4.788E-4	0.4867	
17378	51830.0	0.1074	0.004113	4.005E-4	0.6368	
17379	57180.0	0.1062	0.01192	3.752E-4	0.5575	
17380	59580.0	0.1057	0.008244	5.433E-4	0.2288	
17381	27420.0	0.106	0.007145	5.03E-4	0.6238	
17382	6.0E+4	0.1035	0.006604	5.066E-4	0.5806	
17383	59830.0	0.1059	0.007756	5.151E-4	0.4835	
17384	35950.0	0.1064	0.007288	5.16E-4	0.2532	
17385	32010.0	0.1055	0.009359	5.002E-4	0.4177	
17386	57690.0	0.1063	0.007053	4.777E-4	0.5497	
17387	59030.0	0.1075	0.007846	4.404E-4	0.2349	
17388	52900.0	0.1075	0.007926	5.761E-4	0.483	
17389	59380.0	0.1045	0.008786	4.901E-4	0.4038	
17390	56970.0	0.1069	0.01081	5.273E-4	0.3329	
17391	59850.0	0.1041	0.01107	5.252E-4	0.383	
17392	54200.0	0.1042	0.009065	5.051E-4	0.2666	
17393	56240.0	0.1071	0.005867	5.074E-4	0.329	
17394	53650.0	0.1046	0.005834	4.949E-4	0.3327	
17395	43660.0	0.106	0.00966	5.109E-4	0.511	
17396	55530.0	0.1048	0.00816	4.718E-4	0.4168	
17397	50520.0	0.1053	0.007066	4.514E-4	0.3334	
17398	51690.0	0.1048	0.007332	5.925E-4	0.196	
17399	59950.0	0.1052	0.006804	5.873E-4	0.3164	
17400	28490.0	0.1058	0.009967	5.748E-4	0.1708	
17401	59680.0	0.1059	0.008302	4.917E-4	0.2373	
17402	50350.0	0.1052	0.005797	5.044E-4	0.2703	
17403	52440.0	0.1055	0.004775	4.742E-4	0.6292	
17404	56780.0	0.1057	0.01057	4.316E-4	0.5055	
17405	37140.0	0.1062	0.01171	4.739E-4	0.5042	
17406	54570.0	0.1054	0.01203	4.594E-4	0.494	
17407	12290.0	0.1066	0.006835	4.394E-4	0.409	
17408	50430.0	0.1047	0.009671	5.316E-4	0.3321	
17409	59770.0	0.1043	0.01128	4.454E-4	0.5747	
17410	47380.0	0.1062	0.01201	3.732E-4	0.4243	
17411	16480.0	0.1051	0.0127	4.08E-4	0.6638	
17412	58530.0	0.106	0.01214	4.621E-4	0.4259	
17413	47750.0	0.1067	0.01227	4.68E-4	0.5016	
17414	56470.0	0.1051	0.01133	3.948E-4	0.4433	
17415	47040.0	0.107	0.01262	4.174E-4	0.4381	
17416	59940.0	0.1045	0.01101	4.325E-4	0.2442	
17417	33930.0	0.1068	0.00729	4.578E-4	0.2113	
17418	32700.0	0.1049	0.006847	6.02E-4	0.24	
17419	47890.0	0.1069	0.008718	5.512E-4	0.4513	
17420	59800.0	0.1039	0.008791	5.469E-4	0.4429	
17421	54340.0	0.1052	0.01195	4.363E-4	0.3555	
17422	27310.0	0.1066	0.009548	4.718E-4	0.3805	
17423	19810.0	0.1048	0.008631	4.62E-4	0.4813	
17424	55480.0	0.1067	0.008674	4.253E-4	0.4015	
17425	57500.0	0.1047	0.01032	3.831E-4	0.5965	
17426	59620.0	0.1057	0.01042	4.391E-4	0.3023	
17427	47600.0	0.1065	0.008916	5.657E-4	0.4197	
17428	51410.0	0.1051	0.01071	4.655E-4	0.4508	
17429	48370.0	0.1048	0.009997	4.589E-4	0.4843	
17430	54720.0	0.1048	0.007352	5.214E-4	0.2917	
17431	48100.0	0.1035	0.007971	4.842E-4	0.2789	
17432	57960.0	0.1043	0.00783	4.386E-4	0.4332	
17433	54860.0	0.1062	0.004913	5.174E-4	0.2077	
17434	55240.0	0.106	0.007819	6.101E-4	0.2924	
17435	48170.0	0.106	0.005956	5.672E-4	0.4229	
17436	38360.0	0.1061	0.008465	5.965E-4	0.2859	
17437	59500.0	0.1061	0.005756	5.112E-4	0.3	
17438	59510.0	0.1053	0.004883	5.122E-4	0.3981	
17439	26030.0	0.1055	0.00448	5.116E-4	0.3194	
17440	58850.0	0.1052	0.00589	5.156E-4	0.3755	
17441	56450.0	0.1054	0.004971	4.644E-4	0.405	
17442	58890.0	0.1059	0.008283	4.904E-4	0.3341	
17443	47800.0	0.104	0.008003	5.231E-4	0.2459	
17444	52090.0	0.1052	0.006497	5.538E-4	0.3048	
17445	59960.0	0.1049	0.006532	6.697E-4	0.2924	
17446	57980.0	0.1052	0.0083	5.568E-4	0.2955	
17447	58040.0	0.1069	0.01042	4.152E-4	0.5826	
17448	46820.0	0.1072	0.01056	4.309E-4	0.6118	
17449	51570.0	0.106	0.009112	5.538E-4	0.2236	
17450	59250.0	0.1066	0.01101	5.401E-4	0.373	
17451	59900.0	0.1059	0.008042	5.511E-4	0.4363	
17452	59890.0	0.1064	0.01017	4.513E-4	0.3431	
17453	52320.0	0.1067	0.008404	5.069E-4	0.4436	
17454	52870.0	0.1066	0.008723	4.788E-4	0.4779	
17455	45920.0	0.1069	0.006688	5.039E-4	0.5329	
17456	59460.0	0.107	0.00864	4.927E-4	0.5341	
17457	45300.0	0.106	0.008101	4.488E-4	0.4596	
17458	22310.0	0.1056	0.006798	4.333E-4	0.3956	
17459	55990.0	0.1062	0.006195	4.344E-4	0.5528	
17460	59270.0	0.1047	0.007537	5.347E-4	0.5354	
17461	53940.0	0.1075	0.008946	5.028E-4	0.4086	
17462	51840.0	0.1035	0.007101	5.909E-4	0.6957	
17463	15670.0	0.1037	0.009491	3.059E-4	0.6533	
17464	50450.0	0.1067	0.0103	4.711E-4	0.5384	
17465	48930.0	0.1051	0.01073	5.36E-4	0.3256	
17466	54160.0	0.1056	0.009225	5.474E-4	0.403	
17467	56360.0	0.1076	0.01008	5.201E-4	0.332	
17468	35910.0	0.106	0.015	5.354E-4	0.3335	
17469	58440.0	0.1053	0.008532	5.159E-4	0.4012	
17470	55220.0	0.105	0.008999	5.435E-4	0.3469	
17471	58230.0	0.1073	0.008656	5.374E-4	0.4681	
17472	56150.0	0.1039	0.01212	4.108E-4	0.4136	
17473	56600.0	0.104	0.01137	5.743E-4	0.3577	
17474	46090.0	0.1053	0.008064	5.69E-4	0.3202	
17475	48480.0	0.1057	0.008654	5.542E-4	0.3892	
17476	54780.0	0.1071	0.005801	4.841E-4	0.3679	
17477	57910.0	0.1047	0.00595	5.626E-4	0.4188	
17478	54150.0	0.1077	0.00589	5.64E-4	0.5152	
17479	56690.0	0.1032	0.008423	5.7E-4	0.4094	
17480	43680.0	0.107	0.006602	5.876E-4	0.25	
17481	32040.0	0.1067	0.009491	6.1E-4	0.4798	
17482	59900.0	0.1051	0.0105	5.395E-4	0.3404	
17483	55050.0	0.1064	0.007423	4.907E-4	0.4233	
17484	57900.0	0.106	0.006192	4.809E-4	0.3884	
17485	47680.0	0.1053	0.007805	4.287E-4	0.4016	
17486	59600.0	0.1059	0.006352	4.754E-4	0.3408	
17487	30570.0	0.1053	0.01149	5.308E-4	0.2443	
17488	56650.0	0.1052	0.009388	5.267E-4	0.5051	
17489	40600.0	0.1055	0.007746	5.778E-4	0.4511	
17490	51930.0	0.1058	0.01014	4.166E-4	0.5737	
17491	54110.0	0.1055	0.01121	5.503E-4	0.3422	
17492	15450.0	0.106	0.009838	4.354E-4	0.5107	
17493	50130.0	0.1056	0.01161	4.959E-4	0.4826	
17494	45660.0	0.1052	0.01244	4.721E-4	0.3919	
17495	5386.0	0.1073	0.01383	5.23E-4	0.243	
17496	59770.0	0.1035	0.01125	4.718E-4	0.4813	
17497	45620.0	0.1083	0.01183	5.143E-4	0.41	
17498	59990.0	0.1065	0.01061	5.141E-4	0.3293	
17499	44450.0	0.1052	0.007876	4.817E-4	0.3145	
17500	56430.0	0.106	0.01025	5.335E-4	0.3874	
17501	59960.0	0.106	0.008194	4.888E-4	0.3931	
17502	49960.0	0.1063	0.00436	5.122E-4	0.503	
